"[6, 64, 32, 10]",0.01,3000,ReLu,He,MiniBatchGD,64,,,,,0.7471428571428571,0.7683333333333333
"[6, 64, 32, 10]",0.05,3000,ReLu,He,MiniBatchGD,64,,,,,0.7807142857142857,0.7616666666666667
"[6, 64, 32, 10]",0.09,3000,ReLu,He,MiniBatchGD,64,,,,,0.7885714285714286,0.745
"[6, 64, 32, 10]",0.1,3000,ReLu,He,MiniBatchGD,64,,,,,0.7914285714285715,0.7466666666666667
"[6, 64, 32, 10]",0.13,3000,ReLu,He,MiniBatchGD,64,,,,,0.7992857142857143,0.74
"[6, 64, 32, 10]",0.2,3000,ReLu,He,MiniBatchGD,64,,,,,0.7971428571428572,0.7366666666666667
"[6, 64, 32, 10]",0.25,3000,ReLu,He,MiniBatchGD,64,,,,,0.805,0.7133333333333334
"[6, 64, 32, 10]",0.3,3000,ReLu,He,MiniBatchGD,64,,,,,0.8192857142857143,0.7283333333333334
"[6, 64, 32, 10]",0.13,3000,ReLu,Random,MiniBatchGD,64,,,,,0.7828571428571428,0.7516666666666667
"[6, 64, 32, 10]",0.13,3000,TanH,Random,MiniBatchGD,64,,,,,0.7842857142857143,0.7583333333333333
"[6, 64, 32, 10]",0.13,3000,LeakyReLu,Random,MiniBatchGD,64,,,,,0.7864285714285715,0.7533333333333333
"[6, 64, 32, 10]",0.13,3000,Sigmoid,Random,MiniBatchGD,64,,,,,0.7485714285714286,0.7566666666666667
"[6, 64, 32, 10]",0.13,300,ReLu,He,MiniBatchGD,64,,,,,0.7564285714285715,0.7783333333333333
"[6, 64, 32, 10]",0.13,500,ReLu,He,MiniBatchGD,64,,,,,0.7628571428571429,0.7683333333333333
"[6, 64, 32, 10]",0.13,800,ReLu,He,MiniBatchGD,64,,,,,0.7621428571428571,0.7766666666666666
"[6, 64, 32, 10]",0.13,1000,ReLu,He,MiniBatchGD,64,,,,,0.7664285714285715,0.7733333333333333
"[6, 64, 32, 10]",0.13,1500,ReLu,He,MiniBatchGD,64,,,,,0.7742857142857142,0.7516666666666667
"[6, 64, 32, 10]",0.13,1800,ReLu,He,MiniBatchGD,64,,,,,0.7792857142857142,0.76
"[6, 64, 32, 10]",0.13,2000,ReLu,He,MiniBatchGD,64,,,,,0.795,0.7466666666666667
"[6, 64, 32, 10]",0.13,2500,ReLu,He,MiniBatchGD,64,,,,,0.795,0.7566666666666667
"[6, 64, 32, 10]",0.13,3000,ReLu,He,MiniBatchGD,64,,,,,0.7992857142857143,0.74
"[6, 64, 32, 10]",0.13,3500,ReLu,He,MiniBatchGD,64,,,,,0.8021428571428572,0.7433333333333333
"[6, 64, 32, 10]",0.13,4000,ReLu,He,MiniBatchGD,64,,,,,0.8007142857142857,0.7333333333333333
"[6, 64, 32, 10]",0.13,8000,ReLu,He,MiniBatchGD,64,,,,,0.8071428571428572,0.7
"[6, 64, 32, 10]",0.13,10000,ReLu,He,MiniBatchGD,64,,,,,0.8042857142857143,0.6883333333333334
"[6, 64, 32, 10]",0.13,15000,ReLu,He,MiniBatchGD,64,,,,,0.7907142857142857,0.7083333333333334
"[6, 64, 32, 10]",0.13,20000,ReLu,He,MiniBatchGD,64,,,,,0.8357142857142857,0.6883333333333334
"[6, 64, 32, 10]",0.13,300,ReLu,He,MiniBatchGD,64,,,,,0.7564285714285715,0.7783333333333333
"[6, 64, 32, 10]",0.13,500,ReLu,He,MiniBatchGD,64,,,,,0.7628571428571429,0.7683333333333333
"[6, 64, 32, 10]",0.13,800,ReLu,He,MiniBatchGD,64,,,,,0.7621428571428571,0.7766666666666666
"[6, 64, 32, 10]",0.13,1000,ReLu,He,MiniBatchGD,64,,,,,0.7664285714285715,0.7733333333333333
"[6, 64, 32, 10]",0.13,1500,ReLu,He,MiniBatchGD,64,,,,,0.7742857142857142,0.7516666666666667
"[6, 64, 32, 10]",0.13,1800,ReLu,He,MiniBatchGD,64,,,,,0.7792857142857142,0.76
"[6, 64, 32, 10]",0.13,2000,ReLu,He,MiniBatchGD,64,,,,,0.795,0.7466666666666667
"[6, 64, 32, 10]",0.13,2500,ReLu,He,MiniBatchGD,64,,,,,0.795,0.7566666666666667
"[6, 64, 32, 10]",0.13,3000,ReLu,He,MiniBatchGD,64,,,,,0.7992857142857143,0.74
"[6, 64, 32, 10]",0.13,3500,ReLu,He,MiniBatchGD,64,,,,,0.8021428571428572,0.7433333333333333
"[6, 64, 32, 10]",0.13,4000,ReLu,He,MiniBatchGD,64,,,,,0.8007142857142857,0.7333333333333333
"[6, 64, 32, 10]",0.13,8000,ReLu,He,MiniBatchGD,64,,,,,0.8071428571428572,0.7
"[6, 64, 32, 10]",0.13,10000,ReLu,He,MiniBatchGD,64,,,,,0.8042857142857143,0.6883333333333334
"[6, 64, 32, 10]",0.13,15000,ReLu,He,MiniBatchGD,64,,,,,0.7907142857142857,0.7083333333333334
"[6, 64, 32, 10]",0.13,20000,ReLu,He,MiniBatchGD,64,,,,,0.8357142857142857,0.6883333333333334
"[6, 64, 10]",0.01,150,LeakyReLu,He,StochasticGD,,,,,,0.7421428571428571,0.7566666666666667
"[6, 64, 10]",0.09,150,LeakyReLu,He,StochasticGD,,,,,,0.6385714285714286,0.6233333333333333
"[6, 64, 10]",0.1,150,LeakyReLu,He,StochasticGD,,,,,,0.6314285714285715,0.6233333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6707142857142857,0.665
"[6, 64, 10]",0.19,150,LeakyReLu,He,StochasticGD,,,,,,0.6878571428571428,0.6683333333333333
"[6, 64, 10]",0.2,150,LeakyReLu,He,StochasticGD,,,,,,0.7064285714285714,0.71
"[6, 64, 10]",0.25,150,LeakyReLu,He,StochasticGD,,,,,,0.6307142857142857,0.6183333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6571428571428571,0.64
"[6, 64, 10]",0.01,150,LeakyReLu,He,StochasticGD,,,,,,0.7385714285714285,0.75
"[6, 64, 10]",0.09,150,LeakyReLu,He,StochasticGD,,,,,,0.6635714285714286,0.6466666666666666
"[6, 64, 10]",0.1,150,LeakyReLu,He,StochasticGD,,,,,,0.6264285714285714,0.625
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6528571428571428,0.6566666666666666
"[6, 64, 10]",0.19,150,LeakyReLu,He,StochasticGD,,,,,,0.6742857142857143,0.6516666666666666
"[6, 64, 10]",0.2,150,LeakyReLu,He,StochasticGD,,,,,,0.6864285714285714,0.6666666666666666
"[6, 64, 10]",0.25,150,LeakyReLu,He,StochasticGD,,,,,,0.6414285714285715,0.63
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6778571428571428,0.6633333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6528571428571428,0.6433333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6607142857142857,0.6433333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6807142857142857,0.675
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6607142857142857,0.6516666666666666
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6214285714285714,0.6083333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6535714285714286,0.6383333333333333
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6742857142857143,0.67
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6471428571428571,0.6566666666666666
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6192857142857143,0.61
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6635714285714286,0.65
"[6, 64, 10]",0.3,150,LeakyReLu,He,StochasticGD,,,,,,0.6492857142857142,0.6466666666666666
